,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,평점
220,터보,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220318_113%2F1647569115602W7jd5_JPEG%2F1647569011031.jpg,,,
221,금고래,,,4,2,
222,한성생고기,4.1,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190127_149%2F1548587210057p7zbj_JPEG%2FE82mO87G8IswalWT5e6IMVwj.jpeg.jpg,16,1,8.2
223,천라쿵푸마라탕 서면점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220420_106%2F1650424561182okVv3_PNG%2FKakaoTalk_20220418_094856371.png,68,86,
224,노홍만두,4.38,,167,32,8.48
225,백수장조방낙지,4.31,,72,5,8.41
226,참진미아구찜,4.53,,18,,
227,명가,4.18,,44,2,8.28
228,밥을짓다,4.33,,197,2,8.43
229,진주원조돼지국밥,4.59,,109,10,8.69
230,언양갈비,4.25,,64,4,8.35
231,수상한그녀 &와인,4.33,,95,5,8.43
232,남원추어탕메기탕전문,4.3,,70,1,8.4
233,공명포 현대백화점부산점,4.07,,41,2,8.17
234,투앤원,4.37,,19,1,8.47
235,의정부부대찌개,,,12,6,
236,조방앞조방낙지,4.88,,16,1,8.98
237,소문난생갈치정식,4.12,,59,5,8.22
238,썬더치킨 범일조방점,,,15,,
239,한우돈,,,,,
240,지파시 현대백화점 부산점,4.28,,103,2,8.38
241,부산횟집,4.31,,51,6,8.41
242,브라운빈 범일역점,4.22,,56,,
243,고흥집,4.5,,27,2,8.6
244,부성식당,4.03,,30,3,8.13
245,조방떡볶이,4.1,,15,,
246,STAY,,,1,,
247,마산아구찜,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200104_100%2F1578102195128EAYcF_JPEG%2FxjaXrR-cFPi6mqd6RviYX5Z-.jpg,3,2,
248,궁전숯불왕갈비,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200509_67%2F1588988740221xlqoj_JPEG%2Fjp00O6mpXBgzN4ecZgv6i96b.jpg,49,2,8.35
249,범일빈대떡,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20170218_170%2F14874150686357VDc0_JPEG%2FIMG_3546.jpg,543,312,9.02
250,구워주는 조개구이집,,,2,,
251,내가 진짜 떡볶이다,4.33,,247,40,8.57
252,시크릿,,,,,
253,고향보리밥,4.2,,81,4,8.3
254,금호한식뷔페,,,,,
255,카페멜로우,4.26,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200509_143%2F1588995717115WzAfk_JPEG%2FRPonqQ-La9H4L8w_6Y7gpRtt.jpg,32,1,8.36
256,원조범일동매떡,4.27,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20161029_271%2F14776752037571tRDb_JPEG%2FMessage_1476925076979.jpg,993,1194,9.07
257,이바돔,,,8,,
258,오케이삼겹살,,,9,3,
259,수안밥상,4.69,,26,3,8.79
260,시골왕족발,,,6,,
261,북면막걸리,4.53,,25,1,8.63
262,가가와,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220112_77%2F1641970054028tr5Y5_JPEG%2F%25B4%25DC%25B5%25B6%25BC%25A6_4._%25C4%25A1%25C1%25EE%25B1%25EE%25BD%25BA%25C1%25A4%25BD%25C4_%2528121%2529.jpg,1007,1035,9.33
263,카페티아라,4.12,,51,2,8.22
264,밥상머리,,,,2,
265,길 라멘&덮밥,,,7,2,
266,옛날통닭,4.79,,44,,
267,포포타이 범일점,,,5,,
268,키토니,4.7,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220329_203%2F1648521105061MIkR1_JPEG%2FKakaoTalk_20220324_162256239.jpg,660,530,9.37
269,매니아,,,7,,
270,제이비하우스,,,38,,
271,희망카페,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_276%2F1441102203408XmGY0_JPEG%2F136571566137852_0.jpeg,,,
272,수안식당,4.71,,12,5,8.81
273,문카페,4.4,,21,,
274,아리수베이커리 현대백화점 부산점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200615_195%2F1592176188583HGbgy_JPEG%2FMmnQvOduz0iThIJJQfTroE_c.jpg,51,,
275,강애수장어구이,4.65,,45,5,8.75
276,자갈치,4.52,,48,2,8.62
277,분더브레드,,,4,1,
278,향촌,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190127_259%2F1548586868045tV3dL_JPEG%2FbDiFquCmhq_Gu1fxvfkT5IMF.jpeg.jpg,2,3,
279,손칼국수전문,,,2,9,
280,숙이식당,3.68,,17,,
281,초원밥상,4.44,,26,1,8.54
282,하와이노래주점,,,1,,
283,소미담,,,,,
284,꼼지네빈대떡,,,10,,
285,태화식당,,,5,,
286,삼진생고기,,,,,
287,은혜의밥집,,,12,1,
288,갈비새김,4.47,,45,4,8.57
289,허브수제돈까스,,,,1,
290,바다집,4.61,,26,7,8.71
291,팔봉이밀면,,,2,1,
292,망고노래주점,,,2,,
293,연,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210317_211%2F1615953460482wJSbq_JPEG%2F9924GT9XL7Ve43W6TBD7d5hF.jpg,184,,
294,정항우케익 진시장점,4.28,,41,1,8.38
295,이층집 순두부,,,7,1,
296,개성한방삼계탕,,,2,1,
297,향촌오리불고기식당,4,,16,,
298,나예김밥,,,6,,
299,나이스,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190717_129%2F1563325042149wfymq_JPEG%2FOfeZPH4fP3vWAOnk0EccDvkx.jpg,3,,
